image_id,source_event,clip_id,camera_type,ground_truth,predicted_class,P_DRY,P_DAMP,P_WET,confidence,latency_ms,license,note
contrast_12.jpg,2008 British GP Silverstone pit lane wide,UNKNOWN,trackside,DRY,WET,0.035352859646081924,0.044349078088998795,0.9202980399131775,0.9202980399131775,2.268300002469914,CC BY-SA 3.0,
contrast_13.jpg,2008 British GP Renault pitstop,UNKNOWN,trackside,DRY,WET,0.06792423874139786,0.014095555990934372,0.9179802536964417,0.9179802536964417,2.4088999998639338,CC BY-SA 3.0,
contrast_14.jpg,2008 British GP Williams pitstop,UNKNOWN,trackside,DRY,WET,0.15353043377399445,0.0028829725924879313,0.8435865640640259,0.8435865640640259,2.433400000882102,CC BY-SA 3.0,
contrast_15.jpg,2008 British GP Force India on track,UNKNOWN,trackside,DRY,WET,0.004013534635305405,0.004237044136971235,0.9917494058609009,0.9917494058609009,2.234600000520004,CC BY-SA 2.0,
contrast_16.jpg,2008 British GP BMW/Renault side by side,UNKNOWN,trackside,DRY,WET,0.00022406836797017604,0.00012368967873044312,0.9996522665023804,0.9996522665023804,2.3204000026453286,CC BY 2.0,
contrast_17.jpg,2008 British GP through-fence view,UNKNOWN,trackside,DRY,WET,0.008732926100492477,0.0008197443094104528,0.9904474020004272,0.9904474020004272,2.585700000054203,CC BY 2.0,
contrast_18.jpg,2008 British GP crashed Ferrari on flatbed,UNKNOWN,trackside,DRY,WET,0.01600157655775547,0.0062614260241389275,0.9777370095252991,0.9777370095252991,2.3987999993551057,CC BY 2.0,
contrast_19.jpg,2008 British GP McLaren wet running,UNKNOWN,trackside,WET,WET,0.016215229406952858,0.0018782909028232098,0.981906533241272,0.981906533241272,2.338800000870833,CC BY 2.0,
contrast_20.jpg,2008 British GP McLaren dry running,UNKNOWN,trackside,DRY,WET,0.0018410912016406655,0.002084210282191634,0.9960746765136719,0.9960746765136719,2.8716999986500014,CC BY-SA 2.0,
contrast_21.jpg,2008 British GP Toyota on track,UNKNOWN,trackside,DRY,WET,0.0046553900465369225,0.00492913369089365,0.9904154539108276,0.9904154539108276,3.213800002413336,CC BY-SA 2.0,
contrast_22.jpg,2016 Bahrain GP start (night),UNKNOWN,trackside,DRY,WET,0.009921317920088768,0.002725292695686221,0.9873534440994263,0.9873534440994263,3.802499999437714,CC BY-SA 2.0,"floodlit night race, potential brightness/reflection confound"
contrast_23.jpg,2016 Bahrain GP Williams testing (day),UNKNOWN,trackside,DRY,WET,0.0393444299697876,0.05220271646976471,0.9084528088569641,0.9084528088569641,2.27410000297823,CC BY-SA 2.0,
contrast_24.jpg,2016 Bahrain GP McLaren-Honda (night),UNKNOWN,trackside,DRY,WET,0.015374378301203251,0.06178271025419235,0.9228429198265076,0.9228429198265076,2.372899998590583,CC BY-SA 2.0,floodlit night race
contrast_25.jpg,2016 Bahrain GP Haas (day),UNKNOWN,trackside,DRY,WET,0.03960398584604263,0.07934633642435074,0.8810496926307678,0.8810496926307678,2.372099999774946,CC BY-SA 2.0,
contrast_26.jpg,"2016 Bahrain GP Haas lockup (night, tire smoke)",UNKNOWN,trackside,DRY,WET,0.002078255172818899,0.00025827271747402847,0.9976634979248047,0.9976634979248047,2.486400000634603,CC BY-SA 2.0,white tire smoke could be confused with spray
contrast_27.jpg,"2016 Bahrain GP Mercedes lockup (night, tire smoke)",UNKNOWN,trackside,DRY,WET,0.02646825835108757,0.0005034211208112538,0.9730283617973328,0.9730283617973328,2.633399999467656,CC BY-SA 2.0,white tire smoke could be confused with spray
contrast_28.jpg,2015 Singapore GP Mercedes (night),UNKNOWN,trackside,DRY,WET,0.0006372728967107832,5.625356425298378e-05,0.9993064403533936,0.9993064403533936,2.3130999979912303,CC BY 2.0,"floodlit night race, motion blur"
contrast_29.jpg,2016 Bahrain GP Red Bull (day),UNKNOWN,trackside,DRY,WET,0.07506900280714035,0.38770821690559387,0.5372228026390076,0.5372228026390076,2.1653000003425404,CC BY-SA 2.0,
contrast_30.jpg,2015 Singapore GP Lotus lockup w/ sparks (night),UNKNOWN,trackside,DRY,WET,0.03769470751285553,0.008654655888676643,0.953650712966919,0.953650712966919,2.516999997169478,CC BY-SA 2.0,"sparks + smoke, night"
contrast_31.jpg,2016 Bahrain GP Williams (day),UNKNOWN,trackside,DRY,WET,0.03383822739124298,0.013838691636919975,0.9523230195045471,0.9523230195045471,2.4268999986816198,CC BY-SA 2.0,
contrast_32.jpg,2016 Bahrain GP Renault (day),UNKNOWN,trackside,DRY,WET,0.05347942188382149,0.019053442403674126,0.9274671077728271,0.9274671077728271,2.3283000009541865,CC BY-SA 2.0,
contrast_33.jpg,2015 Singapore GP Red Bull (night),UNKNOWN,trackside,DRY,WET,0.018870195373892784,0.0015159299364313483,0.9796139001846313,0.9796139001846313,2.6182000001426786,CC BY 2.0,floodlit night race
contrast_34.jpg,2015 Singapore GP Rossi crash recovery (night),UNKNOWN,trackside,AMBIGUOUS,WET,0.02009255811572075,0.020636359229683876,0.9592710733413696,0.9592710733413696,2.28649999917252,CC BY 2.0,"no track surface visible, crash/crane scene"
contrast_35.jpg,2015 Singapore GP Ferrari wide overhead (night),UNKNOWN,trackside,DRY,WET,0.009242936968803406,0.032489098608493805,0.9582679867744446,0.9582679867744446,2.398299999185838,CC BY 2.0,
